Paper_ID,Primary,Secondary,Old_Path,Proposed_New_Path
"32","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/32_Learning_to_Optimize_Tensor_Programs_NeurIPS_2018.md; PDF:06_多硬件编译_代价模型与IR基础设施/32-Learning to Optimize Tensor Programs. NeurIPS 2018/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/32_Learning_to_Optimize_Tensor_Programs_NeurIPS_2018.md; PDF:90_Supporting/04_Traditional_ML_Compiler_Optimization/32-Learning to Optimize Tensor Programs. NeurIPS 2018/paper.pdf"
"33","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/33_Ithemal_Accurate_Portable_and_Fast_Basic_Block_Throughput_Estimation_u.md; PDF:06_多硬件编译_代价模型与IR基础设施/33-Ithemal Accurate, Portable and Fast Basic Block Throughput Estimation using Deep Neural Network/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/33_Ithemal_Accurate_Portable_and_Fast_Basic_Block_Throughput_Estimation_u.md; PDF:90_Supporting/04_Traditional_ML_Compiler_Optimization/33-Ithemal Accurate, Portable and Fast Basic Block Throughput Estimation using Deep Neural Network/paper.pdf"
"34","SUPPORTING","B2_Compiler_Infrastructure","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/34_ProGraML_A_Graph_based_Program_Representation_for_Data_Flow_Analysis_a.md; PDF:06_多硬件编译_代价模型与IR基础设施/34-ProGraML A Graph-based Program Representation for Data Flow Analysis and Compiler Optimizations/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/34_ProGraML_A_Graph_based_Program_Representation_for_Data_Flow_Analysis_a.md; PDF:90_Supporting/02_Compiler_Infrastructure/34-ProGraML A Graph-based Program Representation for Data Flow Analysis and Compiler Optimizations/paper.pdf"
"35","SUPPORTING","B2_Compiler_Infrastructure","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/35_MLIR_Scaling_Compiler_Infrastructure_for_Domain_Specific_Computation_C.md; PDF:06_多硬件编译_代价模型与IR基础设施/35-MLIR Scaling Compiler Infrastructure for Domain Specific Computation. CGO 2021/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/35_MLIR_Scaling_Compiler_Infrastructure_for_Domain_Specific_Computation_C.md; PDF:90_Supporting/02_Compiler_Infrastructure/35-MLIR Scaling Compiler Infrastructure for Domain Specific Computation. CGO 2021/paper.pdf"
"36","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/36_Ansor_Generating_High_Performance_Tensor_Programs_for_Deep_Learning_OS.md; PDF:06_多硬件编译_代价模型与IR基础设施/36-Ansor Generating High-Performance Tensor Programs for Deep Learning. OSDI 2020/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/36_Ansor_Generating_High_Performance_Tensor_Programs_for_Deep_Learning_OS.md; PDF:90_Supporting/04_Traditional_ML_Compiler_Optimization/36-Ansor Generating High-Performance Tensor Programs for Deep Learning. OSDI 2020/paper.pdf"
"98","SUPPORTING","B2_Compiler_Infrastructure","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/98_XGrammar_Structured_Generation.md; PDF:06_多硬件编译_代价模型与IR基础设施/37-XGrammar Structured Generation. arXiv 2024/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/98_XGrammar_Structured_Generation.md; PDF:90_Supporting/02_Compiler_Infrastructure/37-XGrammar Structured Generation. arXiv 2024/paper.pdf"
"99","SUPPORTING","B2_Compiler_Infrastructure","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/99_Efficient_Guided_Generation.md; PDF:06_多硬件编译_代价模型与IR基础设施/38-Efficient Guided Generation LLMs. arXiv 2023/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/99_Efficient_Guided_Generation.md; PDF:90_Supporting/02_Compiler_Infrastructure/38-Efficient Guided Generation LLMs. arXiv 2023/paper.pdf"
"100","SUPPORTING","B6_Survey_Evaluation_Methodology","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/100_CodeBLEU.md; PDF:06_多硬件编译_代价模型与IR基础设施/39-CodeBLEU Code Synthesis Eval. arXiv 2020/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/100_CodeBLEU.md; PDF:90_Supporting/06_Survey_Evaluation_Methodology/39-CodeBLEU Code Synthesis Eval. arXiv 2020/paper.pdf"
"101","SUPPORTING","B1_Benchmark_Dataset","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/101_TritonBench.md; PDF:06_多硬件编译_代价模型与IR基础设施/40-TritonBench Triton Operators. ACL 2025/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/101_TritonBench.md; PDF:90_Supporting/01_Benchmark_Dataset/40-TritonBench Triton Operators. ACL 2025/paper.pdf"
"102","SUPPORTING","B1_Benchmark_Dataset","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/102_CodeNet.md; PDF:06_多硬件编译_代价模型与IR基础设施/41-CodeNet Large-Scale AI Code. arXiv 2021/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/102_CodeNet.md; PDF:90_Supporting/01_Benchmark_Dataset/41-CodeNet Large-Scale AI Code. arXiv 2021/paper.pdf"
"103","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/103_OMPar_OpenMP_Parallelization.md; PDF:06_多硬件编译_代价模型与IR基础设施/42-OMPar AI Source-to-Source Parallel. arXiv 2024/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/103_OMPar_OpenMP_Parallelization.md; PDF:90_Supporting/04_Traditional_ML_Compiler_Optimization/42-OMPar AI Source-to-Source Parallel. arXiv 2024/paper.pdf"
"C02","SUPPORTING","B2_Compiler_Infrastructure","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/C02_MLIR_Transform_Dialect_文献阅读总结.md; PDF:06_多硬件编译_代价模型与IR基础设施/C02-MLIR-Transform-Dialect-arXiv2024/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/C02_MLIR_Transform_Dialect_文献阅读总结.md; PDF:90_Supporting/02_Compiler_Infrastructure/C02-MLIR-Transform-Dialect-arXiv2024/paper.pdf"
"C03","SUPPORTING","B2_Compiler_Infrastructure","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/C03_High_Performance_AI_Compiler_MLIR_文献阅读总结.md; PDF:06_多硬件编译_代价模型与IR基础设施/C03-Upstream-MLIR-AI-Compiler-arXiv2024/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/C03_High_Performance_AI_Compiler_MLIR_文献阅读总结.md; PDF:90_Supporting/02_Compiler_Infrastructure/C03-Upstream-MLIR-AI-Compiler-arXiv2024/paper.pdf"
"C04","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/C04_Korch_文献阅读总结.md; PDF:06_多硬件编译_代价模型与IR基础设施/C04-Korch-Kernel-Orchestration-ASPLOS2024/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/C04_Korch_文献阅读总结.md; PDF:90_Supporting/04_Traditional_ML_Compiler_Optimization/C04-Korch-Kernel-Orchestration-ASPLOS2024/paper.pdf"
"C13","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/C13_TCL_文献阅读总结.md; PDF:06_多硬件编译_代价模型与IR基础设施/C13-TCL-Cross-Hardware-Tensor-Optimization-arXiv2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/C13_TCL_文献阅读总结.md; PDF:90_Supporting/04_Traditional_ML_Compiler_Optimization/C13-TCL-Cross-Hardware-Tensor-Optimization-arXiv2026/paper.pdf"
"C14","SUPPORTING","B2_Compiler_Infrastructure","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/C14_MLIR_Latency_Hiding_文献阅读总结.md; PDF:06_多硬件编译_代价模型与IR基础设施/C14-MLIR-Latency-Hiding-Parallelism-arXiv2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/C14_MLIR_Latency_Hiding_文献阅读总结.md; PDF:90_Supporting/02_Compiler_Infrastructure/C14-MLIR-Latency-Hiding-Parallelism-arXiv2026/paper.pdf"
"C15","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/C15_RIFS_文献阅读总结.md; PDF:06_多硬件编译_代价模型与IR基础设施/C15-RIFS-Run-Time-Invariant-Function-Specialization-CC2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/C15_RIFS_文献阅读总结.md; PDF:90_Supporting/04_Traditional_ML_Compiler_Optimization/C15-RIFS-Run-Time-Invariant-Function-Specialization-CC2026/paper.pdf"
"C28","TRANSLATOR","T3_Translation_CrossLanguage_CrossISA","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/C28_Guided_Tensor_Lifting_文献阅读总结.md; PDF:06_多硬件编译_代价模型与IR基础设施/C28-Guided-Tensor-Lifting-PLDI2025/paper.pdf","NOTE:文献逐篇阅读/02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/C28_Guided_Tensor_Lifting_文献阅读总结.md; PDF:02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/C28-Guided-Tensor-Lifting-PLDI2025/paper.pdf"
"C29","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/C29_Neptune_文献阅读总结.md; PDF:06_多硬件编译_代价模型与IR基础设施/C29-Neptune-PLDI2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/C29_Neptune_文献阅读总结.md; PDF:90_Supporting/04_Traditional_ML_Compiler_Optimization/C29-Neptune-PLDI2026/paper.pdf"
"C32","SUPPORTING","B5_Hardware_ISA_Compiler_Background","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/C32_NEURA_文献阅读总结.md; PDF:06_多硬件编译_代价模型与IR基础设施/C32-NEURA-PLDI2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/C32_NEURA_文献阅读总结.md; PDF:90_Supporting/05_Hardware_ISA_Compiler_Background/C32-NEURA-PLDI2026/paper.pdf"
"C33","SUPPORTING","B1_Benchmark_Dataset","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/C33_SeGaBench_文献阅读总结.md; PDF:06_多硬件编译_代价模型与IR基础设施/C33-SeGaBench-2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/C33_SeGaBench_文献阅读总结.md; PDF:90_Supporting/01_Benchmark_Dataset/C33-SeGaBench-2026/paper.pdf"
"C41","SUPPORTING","B1_Benchmark_Dataset","NOTE:文献逐篇阅读/06_多硬件编译_代价模型与IR基础设施/C41_LLVM-Bench_文献阅读总结.md; PDF:06_多硬件编译_代价模型与IR基础设施/C41-LLVM-Bench-2026/paper.pdf","NOTE:文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/C41_LLVM-Bench_文献阅读总结.md; PDF:90_Supporting/01_Benchmark_Dataset/C41-LLVM-Bench-2026/paper.pdf"
