"Paper_ID","Year","Title","Primary_Category","Secondary_Category","Role","Method","Task","Input_Level","Output_Level","Platform","Feedback","Verification","Benchmark","Tool","Agentic","Priority","Classification_Confidence","Classification_Rationale","Needs_Review","PDF_Path","Note_Path"
"N25","2026","Compiler-Runtime Co-operative Chain of Verification for LLM-Based Code Optimization","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","RL;Profiling","OPT","SOURCE","SOURCE","LLVM","Runtime;Profiler;Verifier_Feedback","Multi_Signal","NO","Alive2;LLVM","NO","高","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/01_Source_Optimization_Refactoring/22-Compiler-Runtime-Co-Verification-CGO2026/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/N25_CoV_文献阅读总结.md"
"C01","2024","Modeling Dynamic (De)Allocations of Local Memory for Translation Validation","SUPPORTING","B2_Compiler_Infrastructure","INFRA_EVALUATOR","Search","ANALYSIS","LLVM_IR","LLVM_IR","LLVM;x86","Verifier_Feedback","Formal_Equivalence","NO","LLVM","NO","高","HIGH","The work provides compiler infrastructure rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/02_Compiler_Infrastructure/C01-Dynamic-Allocations-Translation-Validation-2024/paper.pdf","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/C01_Dynamic_Allocations_Translation_Validation_文献阅读总结.md"
"C08","2025","LPO: Discovering Missed Peephole Optimizations with Large Language Models","GENERATOR","G2_Optimization_Rule_Transform_Generation","GENERATOR","NONE","GENERATION;OPT","SOURCE;LLVM_IR","COMPILER_CONFIG","LLVM","Verifier_Feedback","Alive2","NO","Alive2;LLVM","NO","高","HIGH","The model synthesizes reusable rewrite rules or transformation programs, not merely one input instance; therefore its primary compiler role is GENERATOR.","NO","03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C08-LPO-Missed-Peephole-Optimizations-ASPLOS2026/paper.pdf","文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C08_LPO_文献阅读总结.md"
"C16","2026","Parallel and Customizable Equality Saturation","SUPPORTING","B2_Compiler_Infrastructure","INFRA_EVALUATOR","NONE","ANALYSIS","LLVM_IR","LLVM_IR","NONE","NONE","NONE","NO","NONE","NO","高","HIGH","The work provides compiler infrastructure rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/02_Compiler_Infrastructure/C16-Parallel-Customizable-Equality-Saturation-CC2026/paper.pdf","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/C16_Foresight_Equality_Saturation_文献阅读总结.md"
"C17","2026","LLM-Guided Strategy Synthesis for Scalable Equality Saturation","GENERATOR","G2_Optimization_Rule_Transform_Generation","GENERATOR","SFT;RL;Agent_Tool_Use;Search","GENERATION;OPT","SOURCE;LLVM_IR","COMPILER_CONFIG","NONE","NONE","NONE","NO","NONE","YES","高","HIGH","The model synthesizes reusable rewrite rules or transformation programs, not merely one input instance; therefore its primary compiler role is GENERATOR. Audit evidence: The LLM workflow produces reusable EqSatL strategy DSL artifacts and cached motifs; this is transform generation, not merely action selection.","NO","03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C17-EggMind-LLM-Guided-EqSat-arXiv2026/paper.pdf","文献逐篇阅读/03_LLM_as_Generator/02_Optimization_Rule_Transform_Generation/C17_EggMind_文献阅读总结.md"
"C18","2026","E-Path: Equality Saturation for Control-Flow Graphs","SUPPORTING","B2_Compiler_Infrastructure","INFRA_EVALUATOR","Formal_Symbolic","ANALYSIS","LLVM_IR","LLVM_IR","NONE","NONE","NONE","NO","NONE","NO","中高","HIGH","The work provides compiler infrastructure rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/02_Compiler_Infrastructure/C18-E-Path-Equality-Saturation-CFG-arXiv2026/paper.pdf","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/C18_E_Path_文献阅读总结.md"
"C19","2026","Tensor Program Superoptimization through Cost-Guided Symbolic Program Synthesis","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","INFRA_EVALUATOR","Search;Formal_Symbolic","ANALYSIS","SOURCE;LLVM_IR","LLVM_IR","NONE","NONE","NONE","YES","MLIR","NO","高","HIGH","The work uses a traditional/non-LM compiler-learning method rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/04_Traditional_ML_Compiler_Optimization/C19-STENSO-Tensor-Program-Superoptimization-CGO2026/paper.pdf","文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/C19_STENSO_文献阅读总结.md"
"C27","2026","Towards Removing Undef Values from LLVM IR","SUPPORTING","B2_Compiler_Infrastructure","INFRA_EVALUATOR","SFT;RL","ANALYSIS","LLVM_IR","LLVM_IR","LLVM","Verifier_Feedback","Multi_Signal","YES","Alive2;LLVM","NO","高","HIGH","The work provides compiler infrastructure rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/02_Compiler_Infrastructure/C27-Removing-Undef-PLDI2026/paper.pdf","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/C27_Towards_Removing_Undef_Values_文献阅读总结.md"
"C39","2025","SuperCoder: Assembly Program Superoptimization with Large Language Models","TRANSLATOR","T2_IR_ASM_Optimization_Superoptimization","TRANSLATOR_TRANSFORMER","SFT;RL;GRPO;PPO","OPT;VERIFICATION","LLVM_IR;ASM","LLVM_IR;ASM","GCC;x86","Compiler_Diagnostic;Runtime","Multi_Signal","NO","NONE","NO","高","HIGH","The model directly emits optimized IR or assembly; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/C39-SuperCoder-2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/02_IR_ASM_Optimization_Superoptimization/C39_SuperCoder_文献阅读总结.md"
"13","2025","LLM-Vectorizer: LLM-Based Verified Loop Vectorizer","TRANSLATOR","T1_Source_Optimization_Refactoring","TRANSLATOR_TRANSFORMER","Prompting;Agent_Tool_Use;Formal_Symbolic","OPT","SOURCE","SOURCE","LLVM","Runtime;Verifier_Feedback","Multi_Signal","NO","Alive2;LLVM","YES","高","HIGH","The model directly emits transformed source code; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/01_Source_Optimization_Refactoring/13-LLM-Vectorizer LLM-Based Verified Loop Vectorizer. CGO 2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/01_Source_Optimization_Refactoring/13_LLM_Vectorizer_LLM_Based_Verified_Loop_Vectorizer_CGO_2025.md"
"26","2025","IntrinTrans: LLM-based Intrinsic Code Translator for RISC-V Vector","TRANSLATOR","T3_Translation_CrossLanguage_CrossISA","TRANSLATOR_TRANSFORMER","Prompting","TRANSLATION","SOURCE;ASM;BINARY","SOURCE;ASM","LLVM;GCC;x86;RISC-V;RVV;MULTI_PLATFORM","Compiler_Diagnostic","Multi_Signal","NO","LLVM","NO","高","HIGH","The model directly emits a translated program representation; therefore its primary compiler role is TRANSLATOR.","NO","02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/26-IntrinTrans LLM-based Intrinsic Code Translator for RISC-V Vector. arXiv 2025/paper.pdf","文献逐篇阅读/02_LLM_as_Translator/03_Translation_CrossLanguage_CrossISA/26_IntrinTrans_LLM_based_Intrinsic_Code_Translator_for_RISC_V_Vector_arXi.md"
"27","2025","VecIntrinBench: Benchmarking Cross-Architecture Intrinsic Code Migration for RISC-V Vector","SUPPORTING","B1_Benchmark_Dataset","INFRA_EVALUATOR","NONE","ANALYSIS;TESTING","SOURCE;LLVM_IR","SOURCE;LLVM_IR","x86;ARM;RISC-V;RVV;MULTI_PLATFORM","NONE","Functional_Test","YES","NONE","NO","高","HIGH","The work provides a benchmark or dataset rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/01_Benchmark_Dataset/27-VecIntrinBench Benchmarking Cross-Architecture Intrinsic Code Migration for RISC-V Vector. arXi/paper.pdf","文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/27_VecIntrinBench_Benchmarking_Cross_Architecture_Intrinsic_Code_Migratio.md"
"28","无固定年份","neon2rvv: A Translator from ARM NEON Intrinsics to RISC-V Vector Extension","SUPPORTING","B5_Hardware_ISA_Compiler_Background","INFRA_EVALUATOR","NONE","ANALYSIS","HW_CONFIG;LLVM_IR","ASM","ARM;RISC-V;RVV;MULTI_PLATFORM","NONE","NONE","NO","NONE","NO","中","HIGH","The work provides hardware, ISA, or backend background rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","SOURCE_LIMITED_NO_LOCAL_PDF","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/28_neon2rvv_A_Translator_from_ARM_NEON_Intrinsics_to_RISC_V_Vector_Extens.md"
"C11","2026","TRACE: Evaluating Execution Efficiency of LLM-Based Code Translation","SUPPORTING","B6_Survey_Evaluation_Methodology","INFRA_EVALUATOR","NONE","ANALYSIS","SOURCE;LLVM_IR","SOURCE;LLVM_IR","NONE","Runtime","Runtime","YES","NONE","NO","中高","HIGH","The work evaluates or surveys systems rather than proposing one core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/06_Survey_Evaluation_Methodology/C11-TRACE-Code-Translation-Efficiency-ACL2026/paper.pdf","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/C11_TRACE_文献阅读总结.md"
"C21","2026","Enabling Automatic Compiler-Driven Vectorization of Transformers","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","INFRA_EVALUATOR","NONE","ANALYSIS","SOURCE;LLVM_IR","LLVM_IR","LLVM;x86;RISC-V;RVV;MULTI_PLATFORM","Runtime","Runtime","NO","MLIR;LLVM","NO","高","HIGH","The work uses a traditional/non-LM compiler-learning method rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/04_Traditional_ML_Compiler_Optimization/C21-OML-vect-Transformer-Vectorization-CGO2026/paper.pdf","文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/C21_OML_vect_文献阅读总结.md"
"21","2025","A Performance Analysis of Autovectorization on RVV RISC-V","SUPPORTING","B5_Hardware_ISA_Compiler_Background","INFRA_EVALUATOR","NONE","ANALYSIS","HW_CONFIG;LLVM_IR","ASM","LLVM;GCC;RISC-V;RVV;MULTI_PLATFORM","Runtime;Profiler","Multi_Signal","YES","LLVM","NO","中","HIGH","The work provides hardware, ISA, or backend background rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/05_Hardware_ISA_Compiler_Background/21-A Performance Analysis of Autovectorization on RVV RISC-V. 2025/paper.pdf","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/21_A_Performance_Analysis_of_Autovectorization_on_RVV_RISC_V_2025.md"
"22","2025","RISC-V Vectorization Coverage for HPC: A TSVC-Based Analysis","SUPPORTING","B5_Hardware_ISA_Compiler_Background","INFRA_EVALUATOR","Formal_Symbolic","ANALYSIS","HW_CONFIG;LLVM_IR","ASM","LLVM;GCC;x86;ARM;RISC-V;RVV;MULTI_PLATFORM","NONE","Functional_Test","YES","LLVM","NO","中","HIGH","The work provides hardware, ISA, or backend background rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/05_Hardware_ISA_Compiler_Background/22-RISC-V Vectorization Coverage for HPC A TSVC-Based Analysis. 2025/paper.pdf","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/22_RISC_V_Vectorization_Coverage_for_HPC_A_TSVC_Based_Analysis_2025.md"
"23","2026","Closer in the Gap: Towards Portable Performance on RISC-V Vector Processors","SUPPORTING","B5_Hardware_ISA_Compiler_Background","INFRA_EVALUATOR","NONE","ANALYSIS","HW_CONFIG;LLVM_IR","ASM","GCC;RISC-V;RVV;MULTI_PLATFORM","Profiler","NONE","YES","NONE","NO","高","HIGH","The work provides hardware, ISA, or backend background rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/05_Hardware_ISA_Compiler_Background/23-Closer in the Gap Towards Portable Performance on RISC-V Vector Processors. arXiv 2026/paper.pdf","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/23_Closer_in_the_Gap_Towards_Portable_Performance_on_RISC_V_Vector_Proces.md"
"24","2025","Tensor Program Optimization for the RISC-V Vector Extension Using Probabilistic Programs","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","INFRA_EVALUATOR","Search;Evolutionary","ANALYSIS","SOURCE;LLVM_IR","LLVM_IR","RISC-V;RVV;FPGA;MULTI_PLATFORM","Runtime","NONE","NO","TVM","NO","高","HIGH","The work uses a traditional/non-LM compiler-learning method rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/04_Traditional_ML_Compiler_Optimization/24-Tensor Program Optimization for the RISC-V Vector Extension Using Probabilistic Programs. arXiv/paper.pdf","文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/24_Tensor_Program_Optimization_for_the_RISC_V_Vector_Extension_Using_Prob.md"
"25","2025","RISC-V Compiler Capstone (RVCC) — LLVM Discourse RFC Discussion","SUPPORTING","B5_Hardware_ISA_Compiler_Background","INFRA_EVALUATOR","NONE","ANALYSIS","HW_CONFIG;LLVM_IR","ASM","LLVM;RISC-V;RVV;MULTI_PLATFORM","Compiler_Diagnostic","Multi_Signal","YES","LLVM","NO","中","HIGH","The work provides hardware, ISA, or backend background rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","SOURCE_LIMITED_NO_LOCAL_PDF","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/25_RISC_V_LLVM_backend_optimization_incubator_RVCC_discussion.md"
"29","待确认","RISC-V Vector C Intrinsic Specification v1.0","SUPPORTING","B5_Hardware_ISA_Compiler_Background","INFRA_EVALUATOR","NONE","ANALYSIS","HW_CONFIG;LLVM_IR","ASM","LLVM;GCC;RISC-V;RVV;MULTI_PLATFORM","NONE","NONE","NO","LLVM","NO","中","HIGH","The work provides hardware, ISA, or backend background rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","SOURCE_LIMITED_NO_LOCAL_PDF","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/29_RISC_V_Vector_C_Intrinsic_Specification.md"
"C12","2026","Enabling RISC-V Vector Code Generation in MLIR through Custom xDSL Lowerings","SUPPORTING","B5_Hardware_ISA_Compiler_Background","INFRA_EVALUATOR","Search","ANALYSIS","HW_CONFIG;LLVM_IR","ASM","RISC-V;RVV","NONE","NONE","NO","MLIR","NO","高","HIGH","The work provides hardware, ISA, or backend background rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/05_Hardware_ISA_Compiler_Background/C12-MLIR-xDSL-RVV-Lowering-arXiv2026/paper.pdf","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/C12_MLIR_xDSL_RVV_文献阅读总结.md"
"C20","2026","Synthesizing Instruction Selection Back-Ends from ISA Specifications Made Practical","SUPPORTING","B5_Hardware_ISA_Compiler_Background","INFRA_EVALUATOR","Formal_Symbolic","ANALYSIS","HW_CONFIG;LLVM_IR","ASM","LLVM;AArch64;RISC-V;MULTI_PLATFORM","Runtime","Runtime","NO","LLVM","NO","高","HIGH","The work provides hardware, ISA, or backend background rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/05_Hardware_ISA_Compiler_Background/C20-Synthesized-Instruction-Selection-Backends-CGO2026/paper.pdf","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/C20_指令选择后端综合_文献阅读总结.md"
"C23","2025","A Multi-level Compiler Backend for Accelerated Micro-kernels Targeting RISC-V ISA Extensions","SUPPORTING","B5_Hardware_ISA_Compiler_Background","INFRA_EVALUATOR","Search","ANALYSIS","HW_CONFIG;LLVM_IR","ASM","RISC-V","NONE","NONE","NO","MLIR","NO","高","HIGH","The work provides hardware, ISA, or backend background rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/05_Hardware_ISA_Compiler_Background/C23-Multilevel-RISCV-Backend-CGO2025/paper.pdf","文献逐篇阅读/90_Supporting/05_Hardware_ISA_Compiler_Background/C23_Multilevel_RISCV_Backend_文献阅读总结.md"
"31","2018","TVM: An Automated End-to-End Optimizing Compiler for Deep Learning","SUPPORTING","B2_Compiler_Infrastructure","INFRA_EVALUATOR","Search","ANALYSIS","LLVM_IR","LLVM_IR","LLVM;CUDA;GPU;FPGA;MULTI_PLATFORM","NONE","NONE","NO","TVM;LLVM","NO","中高","HIGH","The work provides compiler infrastructure rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/02_Compiler_Infrastructure/31-TVM An Automated End-to-End Optimizing Compiler for Deep Learning. OSDI 2018/paper.pdf","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/31_TVM_An_Automated_End_to_End_Optimizing_Compiler_for_Deep_Learning_OSDI.md"
"32","2018","Learning to Optimize Tensor Programs","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","INFRA_EVALUATOR","Search","ANALYSIS","SOURCE;LLVM_IR","LLVM_IR","NONE","NONE","NONE","NO","TVM","NO","中高","HIGH","The work uses a traditional/non-LM compiler-learning method rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/04_Traditional_ML_Compiler_Optimization/32-Learning to Optimize Tensor Programs. NeurIPS 2018/paper.pdf","文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/32_Learning_to_Optimize_Tensor_Programs_NeurIPS_2018.md"
"33","2019","Ithemal: Accurate, Portable and Fast Basic Block Throughput Estimation using Deep Neural Networks","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","INFRA_EVALUATOR","NONE","ANALYSIS","SOURCE;LLVM_IR","LLVM_IR","NONE","NONE","NONE","NO","NONE","NO","中","HIGH","The work uses a traditional/non-LM compiler-learning method rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/04_Traditional_ML_Compiler_Optimization/33-Ithemal Accurate, Portable and Fast Basic Block Throughput Estimation using Deep Neural Network/paper.pdf","文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/33_Ithemal_Accurate_Portable_and_Fast_Basic_Block_Throughput_Estimation_u.md"
"34","2021","ProGraML: A Graph-based Program Representation for Data Flow Analysis and Compiler Optimizations","SUPPORTING","B2_Compiler_Infrastructure","INFRA_EVALUATOR","NONE","ANALYSIS","LLVM_IR","LLVM_IR","LLVM","NONE","NONE","NO","LLVM","NO","中高","HIGH","The work provides compiler infrastructure rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/02_Compiler_Infrastructure/34-ProGraML A Graph-based Program Representation for Data Flow Analysis and Compiler Optimizations/paper.pdf","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/34_ProGraML_A_Graph_based_Program_Representation_for_Data_Flow_Analysis_a.md"
"35","2021","MLIR: Scaling Compiler Infrastructure for Domain Specific Computation","SUPPORTING","B2_Compiler_Infrastructure","INFRA_EVALUATOR","NONE","ANALYSIS","LLVM_IR","LLVM_IR","LLVM","NONE","NONE","NO","MLIR;LLVM","NO","中高","HIGH","The work provides compiler infrastructure rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/02_Compiler_Infrastructure/35-MLIR Scaling Compiler Infrastructure for Domain Specific Computation. CGO 2021/paper.pdf","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/35_MLIR_Scaling_Compiler_Infrastructure_for_Domain_Specific_Computation_C.md"
"36","2020","Ansor: Generating High-Performance Tensor Programs for Deep Learning","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","INFRA_EVALUATOR","Search;Evolutionary","ANALYSIS","SOURCE;LLVM_IR","LLVM_IR","NONE","NONE","NONE","NO","NONE","NO","中高","HIGH","The work uses a traditional/non-LM compiler-learning method rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/04_Traditional_ML_Compiler_Optimization/36-Ansor Generating High-Performance Tensor Programs for Deep Learning. OSDI 2020/paper.pdf","文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/36_Ansor_Generating_High_Performance_Tensor_Programs_for_Deep_Learning_OS.md"
"98","2024","XGrammar: Flexible Structured Generation Engine for LLMs","SUPPORTING","B2_Compiler_Infrastructure","INFRA_EVALUATOR","NONE","ANALYSIS","LLVM_IR","LLVM_IR","GPU","NONE","NONE","YES","NONE","NO","中","HIGH","The work provides compiler infrastructure rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/02_Compiler_Infrastructure/37-XGrammar Structured Generation. arXiv 2024/paper.pdf","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/98_XGrammar_Structured_Generation.md"
"99","2023","Efficient Guided Generation for Large Language Models","SUPPORTING","B2_Compiler_Infrastructure","INFRA_EVALUATOR","NONE","ANALYSIS","LLVM_IR","LLVM_IR","NONE","NONE","NONE","YES","NONE","NO","中","HIGH","The work provides compiler infrastructure rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/02_Compiler_Infrastructure/38-Efficient Guided Generation LLMs. arXiv 2023/paper.pdf","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/99_Efficient_Guided_Generation.md"
"100","2020","CodeBLEU: A Method for Automatic Evaluation of Code Synthesis","SUPPORTING","B6_Survey_Evaluation_Methodology","INFRA_EVALUATOR","NONE","ANALYSIS","SOURCE;LLVM_IR","SOURCE;LLVM_IR","NONE","NONE","Formal_Equivalence","NO","NONE","NO","中","HIGH","The work evaluates or surveys systems rather than proposing one core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/06_Survey_Evaluation_Methodology/39-CodeBLEU Code Synthesis Eval. arXiv 2020/paper.pdf","文献逐篇阅读/90_Supporting/06_Survey_Evaluation_Methodology/100_CodeBLEU.md"
"101","2025","TritonBench: Benchmarking LLMs for Triton Operator Generation","SUPPORTING","B1_Benchmark_Dataset","INFRA_EVALUATOR","NONE","ANALYSIS;TESTING","SOURCE;LLVM_IR","SOURCE;LLVM_IR","GPU;Triton","Runtime","Multi_Signal","YES","Triton","NO","中","HIGH","The work provides a benchmark or dataset rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/01_Benchmark_Dataset/40-TritonBench Triton Operators. ACL 2025/paper.pdf","文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/101_TritonBench.md"
"102","2021","CodeNet: A Large-Scale AI for Code Dataset","SUPPORTING","B1_Benchmark_Dataset","INFRA_EVALUATOR","RL","ANALYSIS;TESTING","SOURCE;LLVM_IR","SOURCE;LLVM_IR","NONE","Runtime","Multi_Signal","YES","NONE","NO","中","HIGH","The work provides a benchmark or dataset rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/01_Benchmark_Dataset/41-CodeNet Large-Scale AI Code. arXiv 2021/paper.pdf","文献逐篇阅读/90_Supporting/01_Benchmark_Dataset/102_CodeNet.md"
"103","2024","OMPar: Automatic Parallelization with AI-Driven Compilation","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","INFRA_EVALUATOR","NONE","ANALYSIS","SOURCE;LLVM_IR","LLVM_IR","NONE","NONE","NONE","YES","NONE","NO","中","HIGH","The work uses a traditional/non-LM compiler-learning method rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/04_Traditional_ML_Compiler_Optimization/42-OMPar AI Source-to-Source Parallel. arXiv 2024/paper.pdf","文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/103_OMPar_OpenMP_Parallelization.md"
"C02","2024","The MLIR Transform Dialect: Your compiler is more powerful than you think","SUPPORTING","B2_Compiler_Infrastructure","INFRA_EVALUATOR","NONE","ANALYSIS","LLVM_IR","LLVM_IR","NONE","NONE","NONE","NO","MLIR","NO","高","HIGH","The work provides compiler infrastructure rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/02_Compiler_Infrastructure/C02-MLIR-Transform-Dialect-arXiv2024/paper.pdf","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/C02_MLIR_Transform_Dialect_文献阅读总结.md"
"C03","2024","Towards a high-performance AI compiler with upstream MLIR","SUPPORTING","B2_Compiler_Infrastructure","INFRA_EVALUATOR","NONE","ANALYSIS","LLVM_IR","LLVM_IR","NONE","NONE","NONE","NO","MLIR","NO","中高","HIGH","The work provides compiler infrastructure rather than a core LM compiler role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/02_Compiler_Infrastructure/C03-Upstream-MLIR-AI-Compiler-arXiv2024/paper.pdf","文献逐篇阅读/90_Supporting/02_Compiler_Infrastructure/C03_High_Performance_AI_Compiler_MLIR_文献阅读总结.md"
"C04","2024","Optimal Kernel Orchestration for Tensor Programs with Korch","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","INFRA_EVALUATOR","NONE","ANALYSIS","SOURCE;LLVM_IR","LLVM_IR","CUDA;GPU","NONE","NONE","NO","TVM","NO","中高","HIGH","The work uses a traditional/non-LM compiler-learning method rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/04_Traditional_ML_Compiler_Optimization/C04-Korch-Kernel-Orchestration-ASPLOS2024/paper.pdf","文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/C04_Korch_文献阅读总结.md"
"C13","2026","TCL: Enabling Fast and Efficient Cross-Hardware Tensor Program Optimization via Continual Learning","SUPPORTING","B4_Traditional_ML_Compiler_Optimization","INFRA_EVALUATOR","Search","ANALYSIS","SOURCE;LLVM_IR","LLVM_IR","NONE","NONE","NONE","NO","TVM","NO","高","HIGH","The work uses a traditional/non-LM compiler-learning method rather than an LM core role; the LM does not itself serve as the system's Selector, Translator, or Generator, therefore classified as SUPPORTING.","NO","90_Supporting/04_Traditional_ML_Compiler_Optimization/C13-TCL-Cross-Hardware-Tensor-Optimization-arXiv2026/paper.pdf","文献逐篇阅读/90_Supporting/04_Traditional_ML_Compiler_Optimization/C13_TCL_文献阅读总结.md"
